,Date,NumberOfSubjects,Fatal,SubjectArmed,Notes,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,state
4078,7/7/2015,1,F,Y,Two suspects were juveniles.,U,,,,,1,L,M,Houston Police Department,"Three suspects fled in a vehicle, they pointed weapons at persuing officers. In fear of his life, an officer discharged his duty weapon multiple times and struck the suspects, killing one, injuring two.",Houston,TX
4079,7/7/2015,1,N,Y,Two suspects were juveniles.,U,,,,,1,L,M,Houston Police Department,"Three suspects fled in a vehicle, they pointed weapons at persuing officers. In fear of his life, an officer discharged his duty weapon multiple times and struck the suspects, killing one, injuring two.",Houston,TX
4080,7/7/2015,1,N,N,Two suspects were juveniles.,B,,,,,1,L,M,Houston Police Department,"Three suspects fled in a vehicle, they pointed weapons at persuing officers. In fear of his life, an officer discharged his duty weapon multiple times and struck the suspects, killing one, injuring two.",Houston,TX
4081,8/21/2015,1,N,Y,Officer off-duty. NO HITS,B,,,,,1,B,M,Houston Police Department,Officer working and extra job handling a distrubance between two males in the parking lot. A vehicle drove by the location and one occupant discharged a round towards the officer. The officer returned fire and struck the vehicle. The vehicle fled the scene. There were no injuries to the officer.,Houston,TX
4082,8/21/2015,1,N,N,Officer off-duty. NO HITS,B,,,,,1,B,M,Houston Police Department,Officer working and extra job handling a distrubance between two males in the parking lot. A vehicle drove by the location and one occupant discharged a round towards the officer. The officer returned fire and struck the vehicle. The vehicle fled the scene. There were no injuries to the officer.,Houston,TX
4083,9/8/2015,1,N,Y,NO HITS,L,,,,,2,L;W,M;M,Houston Police Department,"Patrol officers were at a night club in the process of closing when they heard firearms discharging. As the officers approached a suspicious vehicle, the passenger discharged a pistol at the officers. The officers and a security gaurd returned fire, persued the suspect's vehicle, and captured the suspects.",Houston,TX
4084,9/8/2015,1,N,N,NO HITS,L,,,,,2,L;W,M;M,Houston Police Department,"Patrol officers were at a night club in the process of closing when they heard firearms discharging. As the officers approached a suspicious vehicle, the passenger discharged a pistol at the officers. The officers and a security gaurd returned fire, persued the suspect's vehicle, and captured the suspects.",Houston,TX
4085,10/15/2015,1,N,Y,,B,,,,,3,L;W;W,M;M;M,Houston Police Department,"DPS and NW Patrol officers observed three suspects enter a cash store and attempt to rob it. DPS and NW officeres discharged their weapons striking the suspects when they ran at the officers with guns drawn. One suspect was killed, another wounded, and a third was arrested. No officers were injured.",Houston,TX
4086,10/15/2015,1,N,N,,B,,,,,3,L;W;W,M;M;M,Houston Police Department,"DPS and NW Patrol officers observed three suspects enter a cash store and attempt to rob it. DPS and NW officeres discharged their weapons striking the suspects when they ran at the officers with guns drawn. One suspect was killed, another wounded, and a third was arrested. No officers were injured.",Houston,TX
4087,10/15/2015,1,F,Y,,B,,,,,3,L;W;W,M;M;M,Houston Police Department,"DPS and NW Patrol officers observed three suspects enter a cash store and attempt to rob it. DPS and NW officeres discharged their weapons striking the suspects when they ran at the officers with guns drawn. One suspect was killed, another wounded, and a third was arrested. No officers were injured.",Houston,TX
4088,10/30/2015,1,F,Y,,B,,,,,2,W;W,M;M,Houston Police Department,Officers confronted robbery suspects who were leaving a Valu-Pawn they just robbed. Officers discharged their firearms striking three suspects: one died at the scene and two were life-flighted to Hermann Hospital. No officers were injured.,Houston,TX
4089,10/30/2015,1,F,Y,,B,,,,,2,W;W,M;M,Houston Police Department,Officers confronted robbery suspects who were leaving a Valu-Pawn they just robbed. Officers discharged their firearms striking three suspects: one died at the scene and two were life-flighted to Hermann Hospital. No officers were injured.,Houston,TX
4090,10/30/2015,1,N,Y,,B,,,,,2,W;W,M;M,Houston Police Department,Officers confronted robbery suspects who were leaving a Valu-Pawn they just robbed. Officers discharged their firearms striking three suspects: one died at the scene and two were life-flighted to Hermann Hospital. No officers were injured.,Houston,TX
4091,12/29/2015,1,N,N,Officer was off-duty.,B,,,,,1,W,M,Houston Police Department,Off duty officer in plain clothes was approached by two suspects while in his vehicle. One suspect pointed a gun at the officer and demanded everything. The suspect then pulled the trigger but the weapon misfired. The officer drew his firearm and shot the suspect. Both suspects fled and were later apprehended.,Houston,TX
4092,12/29/2015,1,N,Y,Officer was off-duty.,B,,,,,1,W,M,Houston Police Department,Off duty officer in plain clothes was approached by two suspects while in his vehicle. One suspect pointed a gun at the officer and demanded everything. The suspect then pulled the trigger but the weapon misfired. The officer drew his firearm and shot the suspect. Both suspects fled and were later apprehended.,Houston,TX
4093,1/19/2016,1,N,Y,One victim was a juvenile so info is protected.,B,,,,,1,W,M,Houston Police Department,"""Northeast Officer was on a suspicious person call when the suspects shot at him. The officer was transported to Memorial Hermann hospital with a gunshot wound to the left arm. He is reported to be in stable condition. Two suspects were apprehended later by HPD officers. """,Houston,TX
4094,1/19/2016,1,N,N,One victim was a juvenile so info is protected.,U,,,,,1,W,M,Houston Police Department,"""Northeast Officer was on a suspicious person call when the suspects shot at him. The officer was transported to Memorial Hermann hospital with a gunshot wound to the left arm. He is reported to be in stable condition. Two suspects were apprehended later by HPD officers. """,Houston,TX
4095,2/5/2016,1,N,N,Both victims were juveniles so info is protected. Officer was off-duty.,U,,,,,1,W,M,Houston Police Department,The officer saw two masked men enter the gas station. The officer belived a robbery was about to occur and as he watched them he saw one of them point a weapon at the store clerk causing him to shoot the armed suspect.,Houston,TX
4096,2/5/2016,1,N,Y,Both victims were juveniles so info is protected. Officer was off-duty.,U,,,,,1,W,M,Houston Police Department,The officer saw two masked men enter the gas station. The officer belived a robbery was about to occur and as he watched them he saw one of them point a weapon at the store clerk causing him to shoot the armed suspect.,Houston,TX
4097,2/13/2016,1,N,Y,One victim was a juvenile so info is protected.,U,,,,,1,L,M,Houston Police Department,"The officers were conducing surveillance at an area business in response to a string of robberies that were occurring. The involved officer spotted two suspicious persons enter a a meat market at the location and as he approached the business to investigate further, he saw the males exit the location armed with weapons and firing at persons who were fleeing. The armed suspects saw the officer and began shooting at him forcing the officer to return fire.",Houston,TX
4098,2/13/2016,1,N,Y,One victim was a juvenile so info is protected.,B,,,,,1,L,M,Houston Police Department,"The officers were conducing surveillance at an area business in response to a string of robberies that were occurring. The involved officer spotted two suspicious persons enter a a meat market at the location and as he approached the business to investigate further, he saw the males exit the location armed with weapons and firing at persons who were fleeing. The armed suspects saw the officer and began shooting at him forcing the officer to return fire.",Houston,TX
4099,3/17/2016,1,N,Y,,B,,,,,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,TX
4100,3/17/2016,1,N,N,,B,,,,,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,TX
4101,3/17/2016,1,N,Y,,B,,,,,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,TX
4102,3/17/2016,1,F,N,,B,,,,,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,TX
4103,3/17/2016,1,F,Y,,B,,,,,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,TX
4104,3/17/2016,1,N,Y,,B,,,,,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,TX
4105,4/14/2016,1,U,Y,,B,,,,,1,L,M,Houston Police Department,Robbery suspects entered the bank with their guns drawn. An off-duty Houston police officer working security opened fire on the suspects. No injuries or arrests are reported at this time.,Houston,TX
4106,4/14/2016,1,U,Y,,B,,,,,1,L,M,Houston Police Department,Robbery suspects entered the bank with their guns drawn. An off-duty Houston police officer working security opened fire on the suspects. No injuries or arrests are reported at this time.,Houston,TX
4107,8/27/2016,1,N,N,First victim was a juvenile so info protected. No hits. One victim armed with hammer.,U,,,,,1,A,M,Houston Police Department,Three suspects entered a jewelry store to commit an aggravated robbery. One of the suspects observed an off duty officer working an extra job at the location and pointed a firearm at the officer. The officer and suspect exchanged gunfire and all three suspects then fled the scene. Two suspects were caught on foot and are currently in custody while one suspect fled the scene in a black Nissan Sentra. There were no known injuries to the officer or suspect.,Houston,TX
4108,8/27/2016,1,N,N,First victim was a juvenile so info protected. No hits. One victim armed with hammer.,B,,,,,1,A,M,Houston Police Department,Three suspects entered a jewelry store to commit an aggravated robbery. One of the suspects observed an off duty officer working an extra job at the location and pointed a firearm at the officer. The officer and suspect exchanged gunfire and all three suspects then fled the scene. Two suspects were caught on foot and are currently in custody while one suspect fled the scene in a black Nissan Sentra. There were no known injuries to the officer or suspect.,Houston,TX
4109,8/27/2016,1,N,Y,First victim was a juvenile so info protected. No hits. One victim armed with hammer.,B,,,,,1,A,M,Houston Police Department,Three suspects entered a jewelry store to commit an aggravated robbery. One of the suspects observed an off duty officer working an extra job at the location and pointed a firearm at the officer. The officer and suspect exchanged gunfire and all three suspects then fled the scene. Two suspects were caught on foot and are currently in custody while one suspect fled the scene in a black Nissan Sentra. There were no known injuries to the officer or suspect.,Houston,TX
4110,12/7/2016,1,F,Y,,B,,,,,2,L;L,M;M,Houston Police Department,"Officers were conducting a surveillance operation where suspects were believed to have planned an armored car robbery. As officers attempted to arrest one of the suspects, the suspect exited his vehicle with a long rife. In fear of his life, the officer shot the suspect who was later pronounced dead at the hospital.",Houston,TX
4111,12/7/2016,1,N,Y,,B,,,,,2,L;L,M;M,Houston Police Department,"Officers were conducting a surveillance operation where suspects were believed to have planned an armored car robbery. As officers attempted to arrest one of the suspects, the suspect exited his vehicle with a long rife. In fear of his life, the officer shot the suspect who was later pronounced dead at the hospital.",Houston,TX
